"Date","Price","Open","High","Low","Vol.","Change %"
"08/17/2022","186,000","187,000","190,000","183,500","230.82K","-0.53%"
"08/16/2022","187,000","184,500","190,500","183,000","277.53K","2.19%"
"08/15/2022","183,000","183,000","183,000","183,000","","0.00%"
"08/12/2022","183,000","181,500","185,000","180,000","202.09K","1.39%"
"08/11/2022","180,500","181,000","181,500","177,500","165.42K","1.98%"
"08/10/2022","177,000","184,500","186,000","176,000","237.49K","-3.80%"
"08/09/2022","184,000","177,000","186,000","176,000","303.30K","3.66%"
"08/08/2022","177,500","175,500","179,000","174,000","152.43K","1.43%"
"08/07/2022","175,000","175,000","175,000","175,000","","0.00%"
"08/05/2022","175,000","174,000","176,000","171,000","134.25K","0.86%"
"08/04/2022","173,500","173,500","178,000","171,500","319.22K","1.76%"
"08/03/2022","170,500","166,000","173,500","164,000","329.86K","3.02%"
"08/02/2022","165,500","174,000","174,000","161,000","519.88K","-4.61%"
"08/01/2022","173,500","176,000","188,000","172,500","510.20K","-1.14%"
"07/31/2022","175,500","175,500","175,500","175,500","","0.00%"
"07/29/2022","175,500","172,500","179,500","170,500","340.09K","3.54%"
"07/28/2022","169,500","169,000","173,000","164,000","335.01K","1.19%"
"07/27/2022","167,500","171,000","173,000","167,000","219.03K","-2.62%"
"07/26/2022","172,000","177,000","178,000","171,000","334.45K","-2.55%"
"07/25/2022","176,500","167,000","178,500","164,500","466.63K","5.69%"
"07/22/2022","167,000","158,500","170,000","157,000","519.05K","6.37%"
"07/21/2022","157,000","152,500","158,500","152,000","174.08K","2.61%"
"07/20/2022","153,000","155,500","158,000","151,000","183.30K","0.33%"
"07/19/2022","152,500","153,000","154,000","150,500","159.71K","-1.29%"
"07/18/2022","154,500","158,500","159,000","150,000","190.62K","-1.28%"
"07/15/2022","156,500","163,500","164,500","156,000","178.10K","-4.28%"
"07/14/2022","163,500","156,500","165,000","156,500","230.96K","3.15%"
"07/13/2022","158,500","156,000","161,000","155,000","130.01K","1.60%"
"07/12/2022","156,000","158,000","160,000","152,500","187.61K","-2.19%"
"07/11/2022","159,500","166,000","168,500","158,500","216.52K","-3.04%"
"07/10/2022","164,500","164,500","164,500","164,500","","0.00%"
"07/08/2022","164,500","160,500","170,500","158,500","426.40K","3.79%"
"07/07/2022","158,500","151,000","164,500","150,500","404.29K","6.02%"
"07/06/2022","149,500","149,000","156,000","147,000","362.49K","-0.33%"
"07/05/2022","150,000","142,500","150,500","142,000","286.13K","5.63%"
"07/04/2022","142,000","142,500","146,500","139,500","254.73K","1.43%"
"07/01/2022","140,000","146,500","148,000","139,000","250.83K","-3.78%"
"06/30/2022","145,500","147,500","152,000","144,000","246.30K","-2.02%"
"06/29/2022","148,500","144,000","150,000","143,500","230.71K","1.02%"
"06/28/2022","147,000","151,000","151,000","142,500","535.50K","-3.29%"
"06/27/2022","152,000","150,000","154,000","144,000","392.97K","2.70%"
"06/26/2022","148,000","148,000","148,000","148,000","","0.00%"
"06/24/2022","148,000","141,000","149,500","140,500","404.24K","6.09%"
"06/23/2022","139,500","138,000","146,000","138,000","551.36K","0.00%"
"06/22/2022","139,500","152,000","152,500","139,500","471.68K","-6.69%"
"06/21/2022","149,500","150,000","151,500","139,500","503.50K","0.00%"
"06/20/2022","149,500","151,500","152,000","145,500","480.65K","0.67%"
"06/19/2022","148,500","148,500","148,500","148,500","","0.00%"
"06/17/2022","148,500","141,000","153,000","140,500","872.49K","0.34%"
"06/16/2022","148,000","148,000","158,000","139,000","2.69M","2.07%"
"06/15/2022","145,000","168,000","168,500","139,000","4.19M","-24.87%"
"06/14/2022","193,000","192,000","196,000","184,500","495.42K","-3.02%"
"06/13/2022","199,000","216,000","217,500","198,500","448.57K","-10.96%"
"06/12/2022","223,500","223,500","223,500","223,500","","0.00%"
"06/10/2022","223,500","223,500","225,500","220,000","159.06K","-1.76%"
"06/09/2022","227,500","222,000","228,000","221,000","194.89K","2.48%"
"06/08/2022","222,000","221,500","226,000","220,000","101.79K","0.23%"
"06/07/2022","221,500","229,500","230,000","220,000","144.97K","-2.85%"
"06/06/2022","228,000","228,000","228,000","228,000","","0.00%"
"06/03/2022","228,000","229,000","232,000","227,500","137.27K","0.44%"
"06/02/2022","227,000","232,000","232,500","224,500","136.56K","-1.73%"
"06/01/2022","231,000","231,000","231,000","231,000","","0.00%"
"05/31/2022","231,000","228,000","233,000","225,500","240.94K","1.32%"
"05/30/2022","228,000","222,500","228,000","220,500","211.85K","4.35%"
"05/27/2022","218,500","219,500","226,500","215,500","252.56K","1.86%"
"05/26/2022","214,500","220,000","221,500","213,500","133.14K","-2.28%"
"05/25/2022","219,500","216,500","221,000","216,000","124.04K","1.86%"
"05/24/2022","215,500","221,000","221,000","215,000","113.33K","-2.49%"
"05/23/2022","221,000","220,500","221,500","217,500","129.88K","0.00%"
"05/22/2022","221,000","221,000","221,000","221,000","","0.00%"
"05/20/2022","221,000","219,000","221,000","213,000","275.71K","1.14%"
"05/19/2022","218,500","212,000","221,500","212,000","144.14K","-0.68%"
"05/18/2022","220,000","222,500","226,500","219,500","204.52K","0.46%"
"05/17/2022","219,000","215,000","222,000","215,000","130.09K","1.62%"
"05/16/2022","215,500","216,500","222,000","213,000","182.52K","0.23%"
"05/15/2022","215,000","215,000","215,000","215,000","","0.00%"
"05/13/2022","215,000","213,000","218,000","211,500","244.76K","0.94%"
"05/12/2022","213,000","221,500","225,000","211,500","402.16K","-6.58%"
"05/11/2022","228,000","230,000","234,000","226,000","170.59K","-1.08%"
"05/10/2022","230,500","229,500","233,000","219,000","348.07K","-2.12%"
"05/09/2022","235,500","238,000","240,000","233,500","183.15K","-2.28%"
"05/06/2022","241,000","245,000","249,000","240,000","196.52K","-2.43%"
"05/05/2022","247,000","247,000","247,000","247,000","","0.00%"
"05/04/2022","247,000","255,000","256,000","245,000","272.14K","-2.56%"
"05/03/2022","253,500","253,500","257,000","251,500","153.05K","0.40%"
"05/02/2022","252,500","247,500","253,500","244,500","145.44K","0.40%"
"05/01/2022","251,500","251,500","251,500","251,500","","0.00%"
"04/29/2022","251,500","259,500","260,500","251,000","222.47K","-2.90%"
"04/28/2022","259,000","263,000","263,500","256,000","147.33K","-0.58%"
"04/27/2022","260,500","253,500","264,000","251,000","254.89K","0.00%"
"04/26/2022","260,500","253,000","264,000","253,000","251.46K","3.99%"
"04/25/2022","250,500","248,500","257,000","246,500","165.26K","-1.57%"
"04/24/2022","254,500","254,500","254,500","254,500","","0.00%"
"04/22/2022","254,500","260,000","260,000","253,500","218.76K","-2.49%"
"04/21/2022","261,000","263,000","267,000","257,500","233.26K","-1.14%"
"04/20/2022","264,000","281,500","281,500","263,500","465.09K","-5.71%"
"04/19/2022","280,000","280,500","283,500","279,000","120.36K","0.18%"
"04/18/2022","279,500","293,500","293,500","279,000","264.95K","-4.93%"
"04/17/2022","294,000","294,000","294,000","294,000","","0.00%"
"04/15/2022","294,000","294,000","300,000","287,500","124.33K","-1.01%"
"04/14/2022","297,000","299,000","299,500","292,000","193.88K","-1.49%"
"04/13/2022","301,500","287,000","302,500","286,000","317.66K","6.35%"
"04/12/2022","283,500","279,000","285,000","276,500","179.45K","0.53%"
"04/11/2022","282,000","286,500","295,000","281,000","253.90K","-0.53%"
"04/10/2022","283,500","283,500","283,500","283,500","","0.00%"
"04/08/2022","283,500","293,500","296,500","282,000","271.04K","-2.24%"
"04/07/2022","290,000","295,000","303,500","289,500","269.21K","-3.33%"
"04/06/2022","300,000","308,000","311,000","299,000","264.21K","-3.69%"
"04/05/2022","311,500","313,500","317,500","306,500","181.53K","-0.64%"
"04/04/2022","313,500","333,000","334,500","308,500","559.44K","-2.94%"
"04/03/2022","323,000","323,000","323,000","323,000","","0.00%"
"04/01/2022","323,000","307,500","329,500","304,000","703.12K","4.36%"
